episode,frames,return,misbehave,Lc,La,ratio,test
1.0,61.0,1.0,0.0,0.8205723088979721,-3.353683452606201,0.0,0.0
2.0,161.0,0.0,0.0,0.33438589276745917,-3.157177414894104,0.0,0.0
3.0,225.0,0.0,1.0,0.28593393305316567,-3.101630029678345,0.015625,0.0
4.0,311.0,0.0,1.0,0.24155689605511724,-3.045431113243103,0.0,0.0
5.0,397.0,0.0,1.0,0.27279486522078517,-2.997524847984314,0.0,0.0
6.0,451.0,1.0,0.0,0.2746399161312729,-2.9523308420181276,0.0,0.0
7.0,551.0,0.0,0.0,0.2134796260111034,-2.919132423400879,0.01,0.0
8.0,651.0,0.0,0.0,0.1879045142326504,-2.8811058139801027,0.0,0.0
9.0,711.0,1.0,0.0,0.20035370027646424,-2.848320336341858,0.0,0.0
10.0,795.0,1.0,0.0,0.19059643314220012,-2.809797282218933,0.023809523809523808,0.0
11.0,895.0,0.0,0.0,0.17727230357006193,-2.782050986289978,0.0,0.0
12.0,962.0,1.0,0.0,0.138979937909171,-2.7406305122375487,0.0,0.0
13.0,1029.0,0.0,1.0,0.1427098789345473,-2.7034867811203003,0.029850746268656716,0.0
14.0,1105.0,1.0,0.0,0.19819996435195208,-2.667338976860046,0.013157894736842105,0.0
15.0,1205.0,0.0,0.0,0.17012428161222487,-2.625695276260376,0.0,0.0
16.0,1295.0,0.0,1.0,0.12834955184720456,-2.5819171905517577,0.0,0.0
17.0,1394.0,0.0,1.0,0.12285983114503324,-2.5431883001327513,0.020202020202020204,0.0
18.0,1481.0,0.0,1.0,0.14637049917131661,-2.4990946006774903,0.011494252873563218,0.0
19.0,1581.0,0.0,0.0,0.1316219573863782,-2.4561992406845095,0.03,0.0
20.0,1659.0,1.0,0.0,0.11511430498212576,-2.4238468265533446,0.0,0.0
21.0,1720.0,1.0,0.0,0.1414452614635229,-2.3935831022262573,0.01639344262295082,0.0
22.0,1777.0,0.0,1.0,0.10119330770336092,-2.354597415924072,0.0,0.0
23.0,1832.0,1.0,0.0,0.10461097053252161,-2.311619997024536,0.01818181818181818,0.0
24.0,1905.0,0.0,1.0,0.13885105082765223,-2.284851174354553,0.0136986301369863,0.0
25.0,1990.0,0.0,1.0,0.12356126040220261,-2.2477517795562743,0.011764705882352941,0.0
26.0,2049.0,0.0,1.0,0.13223577816970647,-2.2173140335083006,0.05084745762711865,0.0
27.0,2099.0,1.0,0.0,0.12619614405557514,-2.1864621353149416,0.0,0.0
28.0,2189.0,0.0,1.0,0.12937072437256575,-2.1510254383087157,0.044444444444444446,0.0
29.0,2247.0,0.0,1.0,0.12261509159579873,-2.1113847875595093,0.034482758620689655,0.0
30.0,2347.0,0.0,0.0,0.10522220226004719,-2.0794389295578,0.01,0.0
31.0,2395.0,1.0,0.0,0.09218649526126682,-2.049267497062683,0.0,0.0
32.0,2465.0,1.0,0.0,0.09705927136354148,-2.0151470589637754,0.02857142857142857,0.0
33.0,2510.0,0.0,1.0,0.09804054254433141,-1.9863298177719115,0.022222222222222223,0.0
34.0,2596.0,0.0,1.0,0.09640528964344412,-1.9638997316360474,0.046511627906976744,0.0
35.0,2686.0,0.0,1.0,0.09881937684491277,-1.934808883666992,0.044444444444444446,0.0
36.0,2786.0,0.0,0.0,0.09517910975962877,-1.9062393426895141,0.05,0.0
37.0,2841.0,0.0,1.0,0.08850086813152303,-1.8844039177894591,0.01818181818181818,0.0
38.0,2941.0,0.0,0.0,0.08945432160253404,-1.8551934218406678,0.03,0.0
39.0,3041.0,0.0,0.0,0.07760653506033123,-1.8233504366874695,0.02,0.0
40.0,3111.0,1.0,0.0,0.07531470702029765,-1.800339663028717,0.04285714285714286,0.0
41.0,3168.0,0.0,1.0,0.06731631446862593,-1.7716772270202636,0.017543859649122806,0.0
42.0,3268.0,0.0,0.0,0.0652889063663315,-1.750785174369812,0.05,0.0
43.0,3339.0,1.0,0.0,0.07320246290531941,-1.7282049918174744,0.028169014084507043,0.0
44.0,3439.0,0.0,0.0,0.07628743405453861,-1.6938434267044067,0.01,0.0
45.0,3511.0,0.0,1.0,0.063231592385564,-1.6719035601615906,0.013888888888888888,0.0
46.0,3600.0,1.0,0.0,0.06755799760925583,-1.6521590495109557,0.02247191011235955,0.0
47.0,3700.0,0.0,0.0,0.05257534650620073,-1.623355166912079,0.01,0.0
